x,y,concept,cluster_embed,cluster_graph
11.855907,12.409882,investment income of the shareholder,3,197
12.564914,12.463139,as earned in the year they are paid,3,197
12.49909,12.706924,necessarily in the year a dividend was declared,3,197
13.261871,12.009255,preferred stocks have priority claims on a company,3,1
12.293407,14.141134,proportion to shares owned,3,198
10.6420965,12.323279,shares of stock owned,3,198
12.503735,13.971321,are usually issued in proportion to shares owned,3,198
10.994395,11.823807,property dividends or dividends in specie,3,199
12.030515,12.011831,assets from the issuing corporation or another corporation,4,199
11.112192,12.102868,specie,3,199
13.239073,13.772222,s interim financial statements,3,200
11.77459,15.279052,this declared dividend usually accompanies the company,3,200
11.047319,11.859485,is paid out in the form of dividends,3,1
12.751746,15.838945,payout ratio characterizes how much of a company,3,1
11.832306,15.549254,to the actual cash flow of the company,3,157
12.917504,13.812766,directors announces its intention to pay a dividend,3,201
15.468215,12.6966305,date,3,201
10.81193,14.249166,shares on this day will receive the dividend,1,202
10.792358,14.305764,this day will receive the dividend,1,202
11.905205,11.002147,shareholders registered in the company,3,157
10.903095,14.327003,the record date will be paid the dividend,1,157
10.787518,14.300691,of this date will not receive the dividend,1,157
14.601042,14.925397,quarterly and monthly,3,204
11.909813,12.850068,the most usual dividend frequencies are yearly,1,204
10.833152,11.884957,dividends to systematically buy small amounts of stock,3,8
12.955033,13.616285,not need to pay taxes on these re,3,179
11.66368,12.845994,but in most cases they do,1,179
11.217713,13.706342,you own multiplied by the dividend per share,3,96
11.049163,11.262031,the tax liability in relation to the dividend,1,179
11.662012,15.5920315,company is not an expense of the company,3,157
13.532795,15.298872,at a rate of a dollar per credit,3,206
12.605962,15.637272,effectively eliminating the double taxation of company profits,3,206
13.49665,15.331318,a dollar per credit,3,206
11.894575,11.08256,shareholders of corporations face double taxation,3,7
11.010079,11.777991,corporate profits and taxes on distribution of dividends,3,7
10.951369,11.750689,govern the payment of dividends to shareholders,3,207
13.319367,15.890824,part,3,207
13.323568,15.9326,the rules in part,3,207
10.622948,13.849878,the share price and dividend from the after,4,208
10.927763,11.126274,tax perspective of a shareholder,3,208
11.908456,13.322678,if the tax of capital gains tcg is,3,209
12.180445,13.260726,capital gains tcg is,3,209
10.880271,11.121323,and the tax on dividends td is,3,209
11.111226,12.239867,losses is higher than the dividend tax rate,3,96
10.647806,13.893207,a larger drop in the share price of,3,96
10.454738,16.034,for example in the case of a price,3,6
10.731834,13.764055,account may mute the decline in share price,3,6
12.735856,14.636789,came from peter lynch of fidelity investments,4,210
12.682213,14.745437,the money on a string of stupid diworseifications,3,210
12.689494,14.707722,term for diversification that results in worse effects,3,210
12.771949,14.702069,position came from peter lynch of fidelity investments,4,210
12.595969,14.850008,that pay dividends is that companies that don,3,210
12.66717,14.81747,worse effects,3,210
13.524984,13.358677,the overall market at least in developed economies,3,58
11.09023,13.072331,being more durable in crashes or bear markets,4,211
12.314618,14.476083,profitable companies exhibiting high levels of free cashflow,3,211
11.163135,13.1225195,crashes or bear markets,4,211
13.395785,11.342151,paying stocks,3,48
10.464372,14.095583,the price of the holder,3,212
12.701245,12.19066,stock chooses to not participate in the buyback,3,212
11.343029,14.8837595,is delayed until the sale of the shares,3,212
14.423825,13.111269,their earnings,3,213
11.276953,11.875481,all of them as dividends to their members,3,213
10.902657,11.084186,tax expenses,3,24
12.0266695,12.117801,bonus to be deducted from turnover before profit,4,79
11.000841,11.71592,can distribute dividends to its vehicle insurance policyholders,3,18
10.96333,15.150415,the lender,3,214
10.990569,15.143285,investors to assume the role of the lender,3,214
14.331627,13.112553,corporations often borrow to grow their business,3,215
10.839663,13.232111,or hire employees,3,215
12.728922,13.986016,determines the payment is called the coupon rate,3,55
11.028561,13.408051,or the face value of one bond,3,216
12.313312,13.89322,set at what is called their par value,3,216
12.365062,11.678836,from the corporate bond,4,48
13.74924,13.097979,to earn just,3,61
10.433067,14.02461,to a price of,3,96
13.308168,14.453688,yield to maturity is considered a long,3,217
12.632657,13.695664,yield but is expressed as an annual rate,3,217
14.345817,12.001275,an exchange,3,218
14.394731,11.989993,can be bought and sold on an exchange,3,218
14.928998,13.108499,the first etf in the u,3,174
13.132984,13.344201,where subsequent rules have modified their regulatory requirements,3,7
13.665717,12.169749,all,3,48
11.969696,15.200341,companies on the index,3,48
13.67132,12.132929,the fund holds shares of all,3,48
12.919394,11.887517,stocks,4,219
13.302843,11.624351,some etfs track an index of stocks,3,219
13.2219515,10.24757,etf shares in the market for a profit,3,21
11.713268,13.29549,the largest and most diverse in europe,1,220
11.689698,13.463497,of the largest and most diverse in europe,1,220
12.113746,12.179575,allows inclusion in individual savings accounts,3,174
10.869244,11.076146,income or capital gains tax on their returns,3,174
12.964759,12.027883,buying etfs in the u,3,174
11.565563,13.22079,levied on ordinary share transactions in the u,4,221
11.793385,11.535969,undertakings for the collective investment in transferable securities,3,221
11.669,13.088679,ordinary share transactions in the u,4,221
12.951673,12.244006,listed etfs in the u,3,221
13.396169,12.066993,the fund is fully regulated in the u,3,174
9.935347,13.61032,largest publicly listed companies in the country,3,121
11.304007,14.67107,these consist of the,3,121
14.62109,12.258697,of a fund that targets a representative cross,3,222
13.315564,10.16152,section of the wider market,3,222
13.243281,11.46676,buying individual stocks,3,222
13.302408,11.327748,instead of buying individual stocks,3,222
14.91705,15.245533,dow as the dow theory in the late,3,60
9.925323,13.089117,such as trading volume or open interest figures,3,223
11.591071,13.796186,technical analysis most commonly applies to price changes,1,223
11.232261,14.170578,s strength and whether it will continue,3,224
11.879753,14.577696,others assess a trend,3,224
12.69353,13.985795,used technical indicators and charting patterns include trendlines,3,225
12.525725,14.089164,and momentum indicators,3,225
11.8454,13.315208,look at the following broad types of indicators,3,183
11.985838,13.393971,analysis in conjunction with other forms of research,3,183
11.570106,14.418517,that the stock,3,226
11.535737,14.5064535,differs from fundamental analysis in that the stock,4,226
10.005252,11.808147,s price will move in the future,3,51
13.652286,13.442535,nor should business fundamentals provide actionable information,3,48
11.312321,12.366951,strong form of the emh,3,227
11.542336,12.5171795,are known as the weak form and semi,3,227
11.924514,14.585521,the trend,3,228
11.637263,14.676238,reinforcing the strength of the trend,3,228
11.869807,13.781221,see if the company is positioned for success,3,92
13.077229,12.765328,fluctuations and focus on the underlying factors that,3,1
11.963177,15.893754,furnishes an objective measure of the company,3,157
11.727935,15.600965,along with an assessment of the company,3,157
14.384932,13.054402,for undervalued shares relative to their fundamental potential,3,155
11.089566,13.30145,is likely to underperform or experience significant downturns,3,230
12.811515,13.41856,by researching a company,3,230
12.24727,15.399528,what you can learn from each one,4,231
12.349197,15.411093,of what you can learn from each one,4,231
12.250833,15.4197,for a business to manipulate its cash situation,4,231
12.261358,16.021877,as a more conservative measure of a company,3,1
13.087253,13.897672,quantitative and qualitative,3,165
13.175886,13.855887,significant source of quantitative data is financial statements,3,232
13.166662,13.823581,quantitative data is financial statements,3,232
12.707878,15.76353,they might include the quality of a company,3,1
14.66498,12.824837,about its financial performance,2,233
14.659219,12.859352,a company discloses information about its financial performance,2,233
12.537407,15.7562895,with insights into the future of a company,3,1
11.539268,14.213636,mind when performing fundamental analysis,3,234
11.488916,14.220426,these items in mind when performing fundamental analysis,3,234
12.541733,13.543871,company is generating healthy profits from its operations,4,113
10.1369295,12.766724,million in accounts receivable,3,235
10.501449,12.826872,in cash,3,235
10.091297,12.756739,million in marketable securities,3,235
10.140399,12.763023,million in cash,3,235
12.296471,14.130728,and sales,3,126
11.685682,14.116281,this hypothetical fundamental analysis,3,236
11.595404,14.282015,based on this hypothetical fundamental analysis,3,236
12.402544,14.524226,remember that this is just a simplified example,0,48
11.802967,11.582035,before making an investment decision,3,143
13.099918,10.678033,uses the same tools or views stocks similarly,3,237
11.007423,12.380365,a stock is valued differently than another analyst,3,237
11.258098,13.810938,while sellers commit to delivering it,3,238
12.413672,11.866329,to purchasing the underlying asset at contract expiration,3,238
13.070743,10.739959,the same thing as an oil futures contract,3,18
12.180991,14.297558,same terms regardless of who is the counterparty,3,185
13.300645,10.190983,hedging against any changes in the market,3,14
12.14842,13.380191,manufacturing company may need oil for making widgets,3,78
14.744103,11.815573,types of contract can be used for speculation,3,239
14.73802,11.784064,contract can be used for speculation,3,239
14.122276,10.779308,there are also important differences,3,48
14.360544,11.999311,agreement that can be traded on an exchange,3,218
11.036882,14.277694,it will be ready for delivery in,3,43
11.203222,14.453608,thinks oil will be higher in one year,3,29
12.201267,13.028024,opt not to lock in a price now,3,29
11.79722,9.145881,free rate of return,3,46
14.6884985,11.806131,futures contracts can be traded purely for profit,3,240
12.019607,13.537425,long as the trade is closed before expiration,3,240
13.396904,12.254327,of any and all contracts before trading them,3,241
11.312004,15.8246355,expire on the third friday of the month,3,241
11.297988,15.853251,the third friday of the month,3,241
12.796985,12.403669,and april contracts are trading at,3,18
12.341079,13.04206,they make,3,96
14.110686,12.256833,cap that trades on a small exchange,3,242
13.794286,12.3985615,stock exchange will have a very different risk,3,242
13.8110485,14.181968,whereas bonds generally pay interest every quarter,3,70
12.695847,13.378617,businesses to raise and deploy capital to firms,3,169
11.523349,13.214689,capital and use it for growth or profit,3,243
11.884112,13.241933,generating activities,3,243
12.515154,14.611037,stock becomes a fractional owner of that company,3,1
12.654065,15.793632,a buyer of a company,3,1
12.598269,15.843275,owners of a company,3,1
13.534471,11.469075,managers that enable investors to invest in stocks,3,219
11.755335,11.478008,trusts are another type of pooled investment,3,244
11.784173,11.439994,pooled investment,3,244
13.036644,14.334712,derivatives usually employ leverage,3,245
13.060355,13.486243,reward proposition,3,245
12.596861,14.057103,and currencies,3,246
12.893683,14.075972,commodities include metals,3,246
13.35108,10.188278,it is difficult to beat the market consistently,3,185
13.579012,13.527705,to justify the higher costs of active management,3,72
11.611778,13.886736,delegating research,3,247
11.542114,14.031036,mind paying for the convenience of delegating research,3,247
15.801365,12.4193735,technology,4,248
11.470545,12.522021,advisors are capable of more than selecting investments,3,248
15.80004,12.417134,with advancements in technology,4,248
12.185462,13.980895,plans and manage trusts and other retirement accounts,3,144
11.718014,12.928806,first public markets connected investors with investment opportunities,4,249
12.546934,12.650453,find its roots in the period between the,3,249
13.9835005,11.831593,investing has been around for millennia,3,249
14.027881,11.886975,concept of investing has been around for millennia,3,249
11.687047,13.796871,and research capabilities accessible to the general public,3,121
11.240412,12.473144,that had commenced more than a century ago,3,121
12.93086,13.519287,new generation of millionaires from investments in technology,4,121
9.892853,13.109271,such as robinhood,3,121
12.122097,16.0873,is often considered a common measure of risk,3,250
12.173813,16.049284,measure of risk,3,250
13.355263,14.411189,is considered riskier,3,251
13.367023,14.413309,speculation is considered riskier,3,251
10.614911,12.327209,shares of xyz stock for,3,252
10.686864,12.390607,xyz stock for,3,252
11.545203,14.170301,keep in mind,3,253
11.480824,14.145706,mind,3,253
14.027016,14.959622,the resulting capital gain would be,3,121
11.824932,11.796411,save until you accumulate a target investment amount,3,18
13.556087,11.31052,investing in stocks,3,254
13.567497,11.231089,you can begin investing in stocks,3,254
12.553145,12.8463335,is nothing to sneeze at,3,255
11.811422,12.777181,starting with,3,255
11.768062,11.461292,investment in amazon,3,256
11.779505,11.529156,amazon,3,256
12.0383215,12.872831,are available at most financial institutions and don,1,257
13.745436,14.0717535,t usually require a large amount to invest,3,257
11.846477,12.979435,with the best features and most competitive rates,1,258
11.995023,12.251517,savings accounts don,3,258
11.81813,12.561376,you can invest in real estate with,3,259
11.795254,12.667485,real estate with,3,259
13.447266,11.25912,reit stocks,3,260
13.495142,11.222187,you can invest in reit stocks,3,260
13.737788,12.578412,while higher risk yields higher returns,3,183
13.554384,11.289877,you can make investments in stocks,3,219
13.734666,16.067413,anytime during your working years,3,261
12.143424,14.632324,the better,3,261
12.977936,15.866892,you,3,262
11.191817,13.808215,well as review it to monitor your progress,3,262
11.513871,11.830168,retirement and where you,3,263
11.595151,11.800812,spend your time in retirement and where you,3,263
11.454171,12.085749,higher rate of return than a savings account,3,264
11.54439,12.130964,return than a savings account,3,264
11.923881,12.402201,with earned income can invest in an ira,3,265
11.888367,12.050795,an ira,3,265
10.84519,11.191776,that the money grows on a tax,3,253
12.615697,12.370335,people who are,3,48
11.941044,15.293335,this is a great variation on the ira,0,266
12.973099,14.263092,for a lot of gain down the road,3,266
11.937406,15.29045,on the ira,3,266
15.105432,13.476095,a roth has other restrictions,3,267
12.332599,13.400183,related to income,3,267
13.698077,12.642581,limits are higher for married couples filing jointly,3,70
11.676556,13.965506,without paying a penalty,3,113
14.459733,14.303554,this is the principle of compounding,0,268
14.474421,14.318697,compounding,3,268
13.779619,14.0757065,compound interest allows interest to earn interest,3,269
13.610022,12.657657,the more interest you will earn,3,269
14.52297,14.333823,thanks to the joys of compounding,3,268
10.075793,11.747741,able to invest more money in the future,3,51
10.922057,11.105598,tax retirement contributions,3,270
10.903617,13.5452795,to set aside after,3,270
12.348885,14.054013,t neglect life insurance and disability insurance,3,152
11.617438,12.665344,the most conservative investments,1,271
11.595853,12.795562,are one of the most conservative investments,1,271
12.361698,11.696938,from age,4,48
13.690174,14.352408,home was considered an asset in the past,3,62
11.059365,12.291596,less of an asset than they once did,3,62
12.462419,13.526589,in mortgage debt instead of well above water,3,272
13.2916765,15.18702,equity loans and home equity lines of credit,3,272
11.8576765,12.852705,coverage with a medicare advantage or medigap policy,3,273
13.745394,12.420598,you will have government,3,273
10.821359,11.918821,setting aside money now means you,3,274
14.572484,12.766596,ll have less to worry about later,3,274
12.585827,12.580739,exchanges and online brokerage firms that offer cryptocurrency,3,48
11.035932,15.463755,secure online payments without the use of third,3,275
11.289846,15.831451,third,3,275
11.960315,13.830555,as payment for validating transactions and opening blocks,3,18
13.287542,10.228529,because so many cryptocurrencies are on the market,3,14
11.004574,15.401314,t have a use,3,262
11.558536,13.274921,coin names differ from coin types,4,276
11.507597,13.260206,names differ from coin types,4,276
11.862268,13.996368,t fall into one of these categories,3,277
11.71461,14.6761875,of the names of tokens in that category,3,277
11.498835,12.020939,the types you,3,277
11.421981,12.214913,here are some of the types you,3,277
14.296387,13.074391,class without requiring investors to maintain their wallets,3,92
12.847844,12.490563,cryptocurrencies are not issued by any government entity,3,48
13.0431595,12.0954685,crypto is legal in the u,3,174
12.762897,12.095644,agencies are slowly gaining ground in the industry,3,174
12.849512,13.253827,custody that will contribute to an eventual framework,3,278
12.825945,13.216119,august,3,278
9.894157,13.6069565,the country,3,279
9.9214525,13.56849,that mining does not occur in the country,3,279
11.548524,13.092044,s markets in crypto,3,280
11.662465,13.443454,june,3,280
11.558748,13.858811,at the current stage of development for cryptocurrencies,3,281
11.4866085,13.81315,development for cryptocurrencies,3,281
11.931362,12.943774,decentralized system with cryptocurrencies and its practical implementation,3,281
13.332585,13.93254,a single point of failure,3,282
13.395891,13.911216,the possibility of a single point of failure,3,282
13.137261,14.508011,institution setting off a cascade of global crises,3,282
13.494644,14.002475,failure of large investment banks in the u,3,282
13.171617,12.7129,private keys and different forms of incentive systems,3,283
10.891675,13.36315,as proof of work or proof of stake,3,283
14.160769,12.798083,wealth distributed among many parties on a blockchain,3,26
12.639805,14.641013,for mining only exceeding that of a household,3,284
12.850764,14.291693,a household,3,284
11.3162365,13.020999,traded in public markets suffer from price volatility,4,285
11.35269,13.119035,public markets suffer from price volatility,4,285
12.513169,12.34069,expressed on investopedia are for informational purposes online,1,286
12.637989,12.326292,investopedia are for informational purposes online,1,286
11.732327,14.152071,made when one good is exchanged for another,3,287
12.297238,14.3502445,is a microeconomic concept that reveals the trade,3,287
12.948011,12.336207,a stated price within a specific time frame,3,185
11.443706,12.841221,buy call options or become an options writer,3,179
13.498833,13.531224,exercise feature is desirable and commands a premium,5,288
13.530458,13.552104,this is,5,288
14.598602,14.913705,for monthly contracts,3,289
11.290619,15.860485,it is usually the third friday,3,289
13.029991,13.412109,portfolios,3,290
13.369122,13.341166,to assess options risk and manage option portfolios,3,290
12.324615,11.787686,change in the underlying asset,3,291
12.279223,11.819599,change between the option,3,291
12.278407,11.816714,represents the rate of change between the option,3,291
12.329919,11.841101,sensitivity of the option relative to the underlying,3,79
12.391849,12.230346,long a call option with a delta of,4,292
12.292569,12.1833515,with a delta of,4,292
11.943922,13.29307,cents,3,24
11.775753,12.822456,with a,3,293
10.665608,12.254232,shares of stock to be fully hedged,3,293
13.673646,12.578497,theta is higher for at,3,294
10.506267,11.790022,money options,3,294
13.340386,12.5627165,have positive theta,3,185
12.368569,12.45545,s delta would increase or decrease by,4,24
12.282155,12.120318,but also gamma in order to be delta,4,295
12.265508,12.184584,order to be delta,4,295
14.37631,12.443282,has a rho of,3,296
10.430595,14.054203,and a price of,3,296
12.544861,12.055799,the call option would increase to,3,297
12.547769,12.043817,value of the call option would increase to,3,297
11.180434,13.9596405,if the investor,3,298
11.661754,13.4989,at the current market price for a profit,3,298
13.7279005,14.82826,the option expires worthlessly,3,201
11.851847,11.838385,of an option,3,79
12.55263,11.933747,price to sell to the call option buyer,3,79
11.105685,12.421078,is less than the strike price at expiry,3,299
12.047409,14.532673,the investor can exercise the put,3,299
13.61414,14.747508,the put option expires worthlessly,3,201
13.321468,10.127563,s market value,3,79
12.312809,11.670033,increase in the underlying stock price from,4,300
12.859812,12.427283,at the time of expiry,3,300
14.102113,15.046402,the option position would be,3,300
14.090132,15.033552,the profit on the option position would be,3,300
14.008625,14.990278,in dollar terms would be a net of,3,79
13.876112,14.938102,would expire worthlessly,3,301
13.419533,13.553296,premium,5,301
10.595428,13.998743,profits if the price of the stock declines,3,302
10.715519,13.948192,the stock increases,4,302
10.642718,13.993269,profit if the price of the stock increases,3,302
13.444531,11.481058,investors to purchase a diversified portfolio of stocks,3,219
11.925709,11.755327,managers to make investment decisions on your behalf,3,304
15.204662,11.466173,when you invest in a mutual fund,3,304
15.204696,11.468049,a mutual fund,3,304
13.669964,12.0925455,ownership of all of the fund,3,304
15.193601,11.495798,when someone buys shares in a mutual fund,3,304
12.386375,12.649813,indexes like the s,3,305
12.275878,12.784261,mirror the assets of indexes like the s,3,305
11.942448,12.906756,assets based on when you plan to retire,3,219
13.490961,11.461811,investing by automatically adjusting their mix of stocks,3,219
15.363277,12.614469,target date fund,3,18
11.9328165,12.995662,between strict value and growth investment is a,3,306
12.0742655,13.108229,blend,3,306
12.027075,14.314436,cap companies have market capitalizations of over,3,118
15.348554,14.270014,share price by the number of shares outstanding,3,307
15.477721,14.275617,shares outstanding,3,307
12.262508,12.785144,billion,3,48
13.223746,14.263093,riskier investments,3,9
12.107343,12.323645,these companies tend to be newer,3,9
13.703075,14.299071,its portfolio large,3,16
11.29977,14.826773,the upper left quadrant of the style box,3,16
12.496246,13.438129,but have recently seen their share prices fall,3,16
13.683221,14.212652,value fund might include in its portfolio large,3,16
13.27746,15.825312,and minimum return is part of the fixed,3,17
13.065177,15.073918,the fixed,3,17
14.179065,10.723355,because there are many different types of bonds,3,149
13.04494,11.757182,bonds,3,149
12.535945,13.188478,dramatically depending on where and when they invest,3,149
12.899184,11.569467,to replicate the performance of a specific index,3,25
12.94635,11.646324,a specific index,3,25
11.225104,12.192152,them aren,3,31
11.1850195,12.296418,the returns on them aren,3,31
12.827587,11.62172,specific industries,3,39
12.822948,11.589992,to profit from the performance of specific industries,4,39
12.299474,14.203921,companies and sectors that meet preset criteria,3,41
12.361796,14.217571,in companies and sectors that meet preset criteria,3,41
12.539599,12.66813,industries like tobacco,3,42
12.638545,12.610211,t invest in industries like tobacco,3,42
15.761477,12.39375,sustainable mutual funds invest primarily in green technology,4,303
15.791683,12.420043,green technology,4,303
11.748711,15.403424,this approach focuses on the company,3,157
14.942794,12.590452,the fund has returned an average of about,2,19
15.776763,12.415411,the fund invests in technology,4,248
12.978301,14.021091,s risks,3,293
15.288943,11.335672,returns from a mutual fund in three ways,4,53
15.244275,11.40426,when researching the returns of a mutual fund,3,53
10.897813,13.231998,or the net change in value,3,53
15.373062,11.201508,three ways,4,53
12.468036,11.68807,well as from the day the fund opened,4,139
14.323763,12.868732,importance to so many americans and their retirements,3,155
13.210287,13.035193,meant to ensure accountability and fairness for investors,3,73
13.214282,13.035686,transparency,3,73
14.97041,11.6211,mutual fund can be found across many platforms,3,92
13.519105,13.29358,liquidity,3,203
13.545859,12.257087,professional management all make mutual funds attractive options,3,203
15.183814,13.583368,of their portfolio as cash than other investments,3,205
13.256099,13.145746,liquidity and the ability to accommodate withdrawals,3,205
12.995842,11.618066,from index investing and etfs,4,148
11.885418,12.15774,you sell your shares before a certain date,3,201
13.332535,13.291456,which the sec limits to,3,97
12.961075,13.540253,but given the diversity of portfolios,3,290
12.9934025,10.8238535,companies in the same proportions,3,82
13.072114,10.714695,the same proportions,3,82
12.599668,12.938638,index funds offer market returns at lower costs,3,88
13.6750965,12.606411,management that often comes at a higher price,3,88
14.104173,10.798,there are some crucial differences,3,48
12.8637295,12.106306,stock exchanges like regular stocks,3,93
12.973592,12.070162,are traded on stock exchanges like regular stocks,3,93
13.448298,12.627932,throughout the day according to supply and demand,3,229
13.996771,13.592204,etf prices,3,229
11.092536,11.233573,tax advantages and are often more cost,3,103
12.284539,12.990366,efficient,3,103
13.573158,13.86552,key benefits include access to diversified,3,125
13.351752,12.64042,funds tailored to different objectives and risk tolerances,3,125
12.753617,13.265648,that will help determine your overall returns,3,48
